trialcode,stimulusitem1,valence
attributeB,Sad,negative
attributeB,Great,positive
attributeA,Disgusting,negative
attributeA,Great,positive
attributeB,Sick,negative
attributeB,Great,positive
attributeA,Happy,positive
attributeA,Unpleasant,negative
attributeB,Fantastic,positive
attributeA,Wonderful,positive
attributeA,Unpleasant,negative
attributeB,Sick,negative
attributeB,Sick,negative
attributeA,Horrible,negative
attributeB,Wonderful,positive
attributeA,Fantastic,positive
attributeB,Fantastic,positive
attributeA,Terrible,negative
attributeB,Nasty,negative
attributeA,Pleasant,positive
