trialcode,stimulusitem1,valence
attributeB,Sick,negative
attributeA,Fantastic,positive
attributeB,Terrible,negative
attributeA,Amazing,positive
attributeB,Disgusting,negative
attributeA,Great,positive
attributeA,Good,positive
attributeA,Pleasant,positive
attributeA,Happy,positive
attributeA,Wonderful,positive
attributeB,Nasty,negative
attributeA,Nice,positive
attributeA,Pleasant,positive
attributeB,Horrible,negative
attributeB,Unpleasant,negative
attributeB,Awful,negative
attributeB,Sad,negative
attributeB,Awful,negative
attributeA,Great,positive
attributeB,Terrible,negative
